id,Enrollment_date,Age,Education,Marital_status,Kids_at_home,Recency,Purchases_Fruit,Purchases_Meat,Purchases_Fish,Purchases_Wine,Purchases_Sweets,Num_purchases_Store,Num_purchases_Catalog,Num_purchases_Web,Num_web_visits_last_month
1617,2014-03-24,56,Master,Divorced,1,43,0,10,0,105,1,3,1,0,5
2129,2014-03-24,55,Bachelor,Divorced,1,33,4,22,0,24,2,6,4,1,5
1316,2014-03-07,36,HighSchool,Married,1,84,5,17,3,6,24,5,1,3,7
905,2013-08-07,33,HighSchool,Single,0,9,19,403,0,1478,19,0,0,2,3
806,2012-11-24,61,Bachelor,Married,0,67,0,226,51,68,157,2,0,0,9
1483,2012-11-13,56,Bachelor,Divorced,0,16,56,253,91,931,98,3,0,0,5
915,2013-12-30,33,HighSchool,Single,0,53,111,704,145,871,55,0,0,1,2
556,2014-06-07,65,Bachelor,Married,0,48,2,29,3,189,2,4,1,0,4
2000,2013-04-15,48,HighSchool,Divorced,1,89,1,16,4,12,1,3,0,2,8
1161,2013-01-08,36,HighSchool,Married,1,65,23,15,0,5,18,7,1,4,8
1245,2014-03-19,39,Bachelor,Married,1,21,0,2,0,15,0,4,1,2,6
1106,2013-01-16,49,Bachelor,Single,0,47,23,11,8,2,6,2,0,2,8
2201,2012-10-14,30,Master,Single,1,73,3,129,26,171,24,2,0,7,7
346,2014-01-03,39,Bachelor,Single,1,90,0,3,0,9,0,4,1,2,6
2207,2012-09-26,47,Master,Married,1,55,24,68,38,368,0,3,0,2,7
255,2012-10-22,51,HighSchool,Married,0,97,33,87,28,138,24,0,0,0,3
1061,2014-02-24,62,Bachelor,Married,0,92,0,5,2,32,0,3,0,0,5
360,2012-12-28,48,Master,Single,1,67,8,160,6,247,8,5,1,3,7
1243,2012-08-03,60,Basic,Married,0,39,15,47,20,313,0,4,1,0,6
749,2014-04-06,56,Bachelor,Married,0,86,0,7,0,76,0,7,5,1,5
1390,2012-10-12,45,Basic,Single,1,39,7,133,46,513,14,4,0,2,8
224,2013-03-26,37,HighSchool,Married,1,46,0,16,2,131,1,2,0,1,8
1122,2013-10-29,30,Bachelor,Married,0,74,138,750,0,1067,19,0,0,1,4
967,2013-09-12,61,Bachelor,Married,0,70,17,133,11,729,0,6,4,1,7
124,2013-03-12,32,Bachelor,Single,0,69,27,102,44,722,72,2,0,5,2
1291,2013-06-28,49,Bachelor,Married,0,61,7,155,10,606,0,4,1,2,7
406,2012-11-17,33,Bachelor,Single,1,76,22,11,3,4,7,0,0,1,8
1508,2014-05-06,42,Basic,Single,1,14,3,19,3,19,1,2,0,1,7
1085,2012-10-31,29,HighSchool,Married,0,71,80,369,67,160,39,3,0,9,1
1838,2013-01-11,54,Basic,Single,0,1,169,816,20,539,0,4,1,3,3
808,2013-09-01,37,Master,Single,1,34,7,9,13,8,6,2,0,1,8
1258,2012-08-26,43,Bachelor,Divorced,1,21,17,52,3,125,19,1,0,1,8
1247,2014-05-19,42,Bachelor,Married,1,37,0,8,4,15,2,2,0,1,5
2209,2013-03-03,53,Bachelor,Single,0,39,7,137,4,229,0,3,0,2,5
1655,2013-07-30,30,Bachelor,Single,0,49,2,46,3,202,2,1,0,3,7
192,2013-05-30,27,Bachelor,Married,1,93,3,21,3,23,19,1,0,4,8
1271,2013-03-14,45,Basic,Married,1,43,2,18,2,16,1,0,0,1,7
1166,2014-02-13,24,Basic,Single,0,29,120,915,94,1156,144,0,0,0,1
1849,2012-11-09,33,Bachelor,Single,0,10,25,459,124,823,29,3,0,9,4
623,2014-02-15,55,HighSchool,Single,0,27,24,15,13,10,1,5,3,0,7
911,2014-05-04,67,Bachelor,Married,1,58,6,20,0,19,5,6,4,1,4
1237,2013-08-27,50,Master,Married,0,64,29,514,38,882,29,3,0,2,3
1182,2013-04-21,47,Bachelor,Divorced,0,64,15,100,20,635,7,5,1,3,6
2071,2013-11-06,44,Master,Married,0,39,1,5,2,9,1,2,0,1,4
963,2014-02-03,53,Doctorate,Married,0,2,8,407,150,318,35,4,0,2,0
502,2013-05-25,34,Bachelor,Married,1,97,1,56,0,127,1,2,0,6,7
1194,2013-10-29,25,HighSchool,Single,0,1,12,9,0,1,14,2,0,7,7
629,2013-11-06,44,Bachelor,Single,0,58,21,250,85,707,43,4,0,2,2
401,2014-06-09,50,HighSchool,Single,1,55,0,11,3,23,2,4,1,2,6
964,2012-08-01,56,Master,Divorced,0,66,55,445,168,1206,18,4,1,0,1
207,2014-06-08,49,HighSchool,Married,0,99,0,7,0,54,0,4,1,3,6
1575,2012-12-06,53,Bachelor,Married,0,22,1,28,13,108,1,6,1,3,8
857,2013-05-06,37,Doctorate,Single,0,54,62,90,68,121,20,2,0,1,3
34,2012-10-29,63,Bachelor,Divorced,0,8,12,96,33,96,22,5,3,0,6
1681,2012-09-19,44,Master,Married,1,95,1,4,2,11,0,3,0,2,7
1520,2012-10-05,27,Doctorate,Single,1,97,20,101,24,104,15,1,0,4,9
1940,2012-10-22,59,HighSchool,Divorced,0,55,41,86,45,172,6,4,1,0,7
216,2013-11-15,67,Bachelor,Married,0,81,16,417,42,1076,48,5,2,0,3
2219,2014-01-25,34,Bachelor,Divorced,0,91,48,217,32,908,12,3,0,8,6
1268,2012-09-20,58,Master,Married,1,49,4,20,0,13,0,6,3,0,9
326,2013-05-09,65,Bachelor,Married,2,37,0,5,0,33,0,6,4,1,4
2092,2013-06-02,60,Bachelor,Married,1,48,10,253,56,189,43,4,1,0,7
227,2012-08-08,43,Bachelor,Divorced,0,72,86,740,67,792,51,4,1,2,2
1296,2014-01-31,55,Bachelor,Married,0,50,32,189,0,371,58,5,2,0,4
1353,2013-11-25,42,Bachelor,Married,1,97,4,10,2,5,2,4,1,2,8
1176,2014-02-27,41,Basic,Married,0,15,2,7,0,27,2,4,1,2,5
1368,2012-09-03,57,Basic,Married,1,87,4,12,2,19,2,4,1,0,5
571,2012-11-10,41,HighSchool,Single,1,64,0,10,0,203,0,5,1,3,6
1006,2013-01-03,42,HighSchool,Single,1,1,3,6,6,13,5,4,1,3,8
36,2013-08-29,64,HighSchool,Divorced,1,55,0,19,2,40,1,1,0,0,7
830,2012-11-29,41,Doctorate,Married,0,61,65,52,10,91,44,3,0,2,5
1407,2012-11-11,49,HighSchool,Married,0,45,12,253,16,977,12,0,0,1,8
2109,2013-03-30,29,HighSchool,Single,0,60,0,359,46,1311,89,1,0,3,2
1632,2014-06-16,34,Bachelor,Married,0,71,35,179,28,479,7,2,0,8,2
592,2012-08-31,55,Bachelor,Single,0,83,28,135,10,526,21,4,2,0,5
1915,2013-09-28,68,HighSchool,Divorced,0,93,31,127,8,162,17,6,4,1,3
1145,2014-05-29,54,Basic,Married,0,19,80,483,123,658,13,2,0,1,1
1092,2014-03-24,43,Doctorate,Married,1,28,0,16,7,11,6,2,0,1,8
1412,2013-09-16,43,HighSchool,Married,1,61,1,7,0,10,0,0,0,0,8
1755,2012-09-18,41,Bachelor,Married,1,15,3,30,10,40,7,4,1,2,9
1055,2012-08-03,50,Basic,Married,0,52,33,249,64,1215,116,2,0,2,6
1120,2014-06-07,37,Basic,Married,1,29,4,20,6,8,3,2,0,1,5
1499,2013-04-30,38,Bachelor,Divorced,0,14,12,10,6,2,13,4,1,2,8
1102,2013-08-30,31,Bachelor,Married,1,75,3,18,3,19,1,1,0,4,8
2127,2013-11-23,58,Bachelor,Married,0,12,72,170,47,912,36,4,1,0,4
667,2014-01-02,36,Basic,Single,0,75,81,149,25,187,43,1,0,1,1
687,2013-04-08,66,Bachelor,Single,1,33,1,28,3,20,3,6,4,1,8
1226,2013-11-29,63,Bachelor,Married,1,48,11,35,0,95,4,5,2,0,6
1965,2014-02-12,64,HighSchool,Married,0,35,143,797,106,879,143,5,2,0,1
1063,2013-07-03,54,Bachelor,Married,0,32,178,555,77,1050,138,0,0,0,1
302,2013-12-27,31,Bachelor,Married,1,68,1,21,2,14,3,3,0,9,7
138,2014-05-19,42,Bachelor,Married,1,37,0,8,4,15,2,7,1,4,5
505,2014-03-17,56,HighSchool,Divorced,0,78,92,408,72,1168,129,5,3,0,1
379,2012-08-22,42,Bachelor,Married,2,94,3,90,12,73,1,4,1,2,8
1730,2012-10-26,63,Bachelor,Married,0,74,132,693,27,324,118,6,4,1,2
372,2013-03-18,45,Doctorate,Single,0,23,9,15,13,3,2,2,0,1,9
1683,2012-09-22,58,Master,Married,1,5,0,2,0,29,0,4,1,0,7
292,2013-03-12,50,Bachelor,Married,1,6,1,3,0,9,4,0,0,0,6
120,2013-06-20,62,Doctorate,Married,0,65,48,133,39,320,72,6,4,1,4
1872,2013-11-07,44,Bachelor,Single,0,67,100,835,65,584,83,4,1,3,2
766,2013-08-30,50,Bachelor,Divorced,0,64,0,17,0,70,0,6,1,3,6
1403,2014-03-16,43,Basic,Married,2,34,4,10,6,20,4,5,1,3,6
871,2013-07-23,40,Bachelor,Married,2,78,1,5,0,9,0,0,0,0,5
2206,2014-01-09,45,Bachelor,Divorced,0,24,6,58,8,580,0,1,0,1,4
1787,2013-04-28,64,Bachelor,Married,1,85,0,10,0,135,4,5,2,0,5
1443,2014-02-12,45,HighSchool,Married,0,16,68,731,89,1302,114,4,1,2,2
2051,2014-04-05,31,Master,Single,1,96,1,20,16,19,14,0,0,0,5
1193,2013-11-22,50,HighSchool,Single,0,96,100,801,21,684,66,3,0,2,2
1488,2012-11-05,42,Bachelor,Married,1,74,6,91,8,539,6,2,0,2,8
899,2013-11-07,23,HighSchool,Married,0,40,12,523,63,571,60,1,0,2,2
599,2012-10-26,40,Basic,Married,0,23,4,5,15,8,2,2,0,1,7
931,2013-03-04,62,HighSchool,Married,0,62,24,790,160,1111,45,4,2,0,2
79,2013-01-02,50,Bachelor,Married,0,9,0,64,0,577,0,2,0,1,8
969,2014-06-22,50,Bachelor,Married,0,20,1,1,1,2,0,3,0,2,14
1955,2013-01-01,44,Bachelor,Divorced,1,8,33,60,8,199,3,3,0,2,8
651,2013-11-14,30,HighSchool,Married,1,74,6,5,0,3,2,1,0,4,7
1779,2013-07-13,63,Bachelor,Married,1,69,1,41,10,135,1,7,5,1,6
1000,2013-03-07,37,Bachelor,Married,1,51,20,66,0,154,12,5,1,3,9
438,2014-03-17,41,Basic,Divorced,0,99,6,3,7,0,6,4,1,2,8
661,2013-11-08,53,Bachelor,Divorced,0,87,9,122,19,327,14,2,0,1,6
1658,2013-06-03,60,HighSchool,Single,0,54,22,323,104,390,35,4,2,0,3
1215,2013-08-15,40,HighSchool,Married,0,64,3,17,4,318,7,3,0,2,4
1425,2013-07-18,63,HighSchool,Married,1,60,2,19,10,26,5,3,0,0,8
1399,2013-02-13,25,HighSchool,Single,1,62,12,50,4,52,36,2,0,6,9
773,2014-03-19,43,HighSchool,Married,1,8,3,8,2,1,5,0,0,0,7
1208,2013-09-22,42,HighSchool,Divorced,1,50,6,4,3,2,1,1,0,1,8
1644,2014-06-23,34,Bachelor,Married,0,55,34,536,134,1003,51,1,0,4,2
1601,2013-10-27,32,Bachelor,Married,1,35,0,5,2,6,1,4,0,13,7
2160,2013-01-07,44,HighSchool,Married,0,32,10,44,30,254,10,0,0,0,7
1830,2012-09-12,40,Bachelor,Single,0,7,21,273,0,179,21,4,1,3,5
735,2013-05-12,63,HighSchool,Single,0,57,31,345,75,901,31,5,3,0,1
1183,2013-09-01,50,HighSchool,Married,0,91,12,23,29,43,15,1,0,1,4
1429,2013-09-27,69,Doctorate,Married,0,71,168,672,246,966,105,4,2,0,4
2193,2014-02-05,34,Bachelor,Married,0,42,71,860,93,519,27,1,0,4,2
1430,2013-10-15,57,Master,Married,0,88,27,102,28,99,48,4,2,0,1
171,2013-07-13,33,Bachelor,Single,1,78,4,6,11,12,8,3,0,9,8
143,2013-08-28,41,Bachelor,Married,0,47,16,132,43,614,33,1,0,1,6
584,2014-01-30,38,HighSchool,Single,1,9,6,2,11,12,2,6,1,3,4
1300,2014-01-11,26,Bachelor,Single,1,77,40,111,36,35,40,2,0,5,4
555,2013-11-05,52,Master,Married,0,9,18,81,28,174,6,2,0,1,3
80,2012-08-29,30,Bachelor,Married,1,87,4,68,7,64,5,1,0,5,8
600,2014-05-07,50,HighSchool,Married,0,84,0,592,147,410,22,0,0,0,3
1413,2014-03-30,57,Bachelor,Married,1,60,10,17,8,7,6,4,2,0,7
1563,2013-06-21,23,Bachelor,Married,0,71,4,66,3,34,10,3,0,10,7
118,2013-07-11,48,Basic,Single,1,85,5,25,0,12,9,4,1,2,5
2059,2013-07-05,38,HighSchool,Single,1,42,0,4,0,14,0,4,1,3,6
642,2012-08-12,41,HighSchool,Married,0,63,80,217,29,757,80,0,0,0,6
1831,2014-06-23,52,HighSchool,Married,1,29,0,1,1,5,1,4,1,3,19
1004,2014-04-07,50,Bachelor,Married,0,41,114,254,132,635,152,0,0,1,3
1325,2012-08-08,33,HighSchool,Single,1,36,13,78,20,139,13,0,0,0,9
431,2013-09-07,66,Bachelor,Married,0,14,4,35,6,400,0,4,1,0,8
1879,2014-05-26,41,Bachelor,Married,0,99,86,208,177,273,14,3,0,2,1
1829,2013-12-07,50,Basic,Single,1,37,7,119,4,239,15,4,1,3,7
1773,2012-08-28,36,Bachelor,Married,1,72,21,128,223,600,150,2,0,1,8
1068,2014-03-17,50,Bachelor,Divorced,0,68,108,334,65,251,92,5,1,3,2
2047,2012-08-12,41,HighSchool,Married,0,63,80,217,29,757,80,4,1,2,6
274,2013-01-17,59,Bachelor,Single,0,56,162,224,101,216,92,5,2,0,5
350,2012-10-27,41,Bachelor,Divorced,0,18,91,410,119,546,0,6,1,3,1
1041,2013-02-14,45,Bachelor,Married,1,1,2,12,7,4,5,5,1,3,6
1532,2012-11-09,52,Basic,Married,0,50,4,50,12,51,1,3,0,2,8
1548,2014-06-18,61,Bachelor,Married,0,12,99,278,185,71,121,4,1,0,1
52,2013-01-02,38,Bachelor,Single,1,54,6,20,30,12,1,5,1,3,7
657,2013-09-25,28,Bachelor,Single,1,34,10,11,19,1,3,1,0,4,6
336,2013-03-03,50,Bachelor,Married,0,18,61,570,40,856,25,5,1,3,3
335,2012-11-12,43,Doctorate,Single,1,14,2,16,11,10,2,7,1,4,8
1229,2014-05-24,53,Bachelor,Single,0,68,106,147,54,411,115,2,0,1,1
682,2013-07-12,57,HighSchool,Married,0,90,15,80,17,67,11,6,4,1,3
531,2013-11-07,38,Basic,Divorced,1,46,9,8,11,1,3,5,1,3,8
1845,2012-11-07,49,Bachelor,Divorced,0,16,35,124,69,666,8,2,0,1,3
1591,2013-01-16,38,Bachelor,Single,0,59,31,422,0,548,112,1,0,1,3
923,2014-05-25,44,HighSchool,Single,1,78,0,15,2,26,1,3,0,2,8
1557,2014-02-13,24,HighSchool,Single,0,29,120,915,94,1156,144,1,0,4,1
463,2012-08-15,44,Bachelor,Married,1,92,8,166,11,639,8,4,1,2,7
1173,2013-08-22,50,Basic,Single,1,86,2,20,2,24,2,0,0,0,4
922,2014-05-22,63,Bachelor,Married,0,92,35,305,46,203,17,4,1,0,1
1679,2012-12-31,25,Bachelor,Single,0,70,4,19,12,12,6,2,0,6,8
738,2013-09-15,45,HighSchool,Married,1,34,3,7,0,4,3,2,0,1,7
2058,2014-02-07,45,HighSchool,Single,1,11,60,241,13,180,54,5,1,3,4
1143,2013-07-21,39,Bachelor,Married,1,11,9,112,19,342,14,2,0,1,7
1604,2012-11-08,59,Master,Married,0,92,0,76,12,856,9,7,5,1,8
1673,2013-01-04,44,HighSchool,Married,0,5,26,206,116,493,80,1,0,1,6
202,2012-11-02,38,Bachelor,Married,0,54,29,138,76,763,176,3,0,2,4
1688,2014-03-21,42,Bachelor,Divorced,0,85,0,65,0,582,0,5,1,3,5
2214,2012-08-17,29,Bachelor,Married,0,50,1,6,3,5,4,2,0,5,4
1255,2013-08-20,67,HighSchool,Married,0,10,1,33,2,145,1,7,5,1,6
708,2013-03-31,45,Master,Married,0,77,81,368,0,440,122,1,0,1,6
1422,2013-01-25,29,Basic,Single,0,16,4,5,4,5,2,1,0,5,7
2144,2013-08-01,58,HighSchool,Married,0,10,19,111,50,200,15,8,6,1,6
67,2014-03-19,36,Basic,Single,0,19,14,309,201,688,24,2,0,1,5
107,2013-02-02,46,HighSchool,Single,0,56,106,271,75,295,98,4,0,2,6
1674,2013-07-19,26,HighSchool,Married,0,77,70,324,146,493,40,2,0,6,1
1364,2013-06-25,44,HighSchool,Married,0,22,0,18,0,280,0,5,1,3,7
11,2013-11-15,32,Bachelor,Divorced,1,11,5,6,0,5,2,3,0,10,7
94,2014-05-24,45,HighSchool,Single,1,84,2,14,0,27,0,1,0,1,5
180,2014-05-11,39,Bachelor,Single,0,81,3,22,2,152,5,2,0,1,5
569,2013-09-16,49,Bachelor,Married,1,39,0,11,0,56,0,3,0,2,5
699,2013-01-10,44,Bachelor,Married,1,10,1,13,2,23,2,6,1,3,7
2141,2014-01-25,50,Bachelor,Married,0,78,15,89,34,89,42,5,1,3,4
2181,2014-06-26,40,Master,Single,1,65,1,16,2,39,0,2,0,1,8
875,2012-11-26,62,HighSchool,Divorced,2,87,2,55,0,189,5,4,2,0,9
1450,2013-06-20,52,Bachelor,Single,0,29,23,95,54,386,41,3,0,2,2
1814,2013-05-22,40,Bachelor,Single,1,30,14,36,37,16,22,4,0,2,9
1882,2014-03-31,61,Bachelor,Divorced,0,90,31,430,62,1020,63,3,0,0,1
2140,2014-03-12,60,Doctorate,Married,0,59,7,115,19,576,7,5,3,0,6
1528,2013-05-26,62,Bachelor,Married,1,81,0,3,0,14,0,4,1,0,5
512,2014-03-01,28,HighSchool,Married,0,95,73,351,56,982,14,1,0,3,5
240,2013-07-31,44,Bachelor,Married,1,75,1,7,2,14,1,3,0,2,9
1983,2013-03-08,45,Doctorate,Divorced,1,66,2,8,3,7,2,1,0,1,6
932,2012-12-22,29,HighSchool,Single,0,86,7,14,7,7,16,2,0,7,7
1023,2012-08-29,35,HighSchool,Married,0,65,33,130,41,39,26,4,1,2,8
187,2013-08-02,49,Master,Married,0,34,0,107,19,356,9,4,1,3,5
1629,2014-05-02,34,HighSchool,Divorced,1,27,21,134,258,340,14,0,0,1,4
1747,2013-10-23,40,Bachelor,Single,0,47,3,85,71,178,66,1,0,1,2
1118,2013-01-15,64,Bachelor,Married,0,67,8,53,11,815,0,6,3,0,7
1714,2013-02-17,64,HighSchool,Married,0,61,10,217,198,533,174,2,0,0,4
1276,2013-09-05,59,Bachelor,Married,0,12,2,5,6,1,0,4,1,0,7
74,2014-04-30,63,Master,Married,0,58,10,13,4,14,15,4,2,0,2
1720,2013-02-18,61,Bachelor,Divorced,0,46,0,250,153,1073,14,3,0,0,5
1972,2014-04-13,59,Bachelor,Married,0,38,19,130,4,228,11,2,0,0,2
700,2013-07-12,29,Basic,Single,1,26,3,4,2,1,2,1,0,4,8
1278,2014-03-18,42,Bachelor,Single,1,10,5,24,6,30,3,5,1,3,5
1902,2013-05-31,34,Master,Married,1,82,0,15,0,23,2,2,0,7,6
913,2012-08-31,36,Bachelor,Married,0,98,28,217,10,73,24,1,0,1,8
2218,2014-06-10,69,HighSchool,Single,2,56,0,30,0,406,0,4,1,0,7
968,2013-07-12,55,Bachelor,Married,1,55,1,3,0,12,0,1,0,0,4
1542,2013-06-14,39,Bachelor,Married,1,77,1,3,8,3,0,3,0,2,7
1058,2014-05-25,44,Basic,Married,1,78,0,15,2,26,1,6,1,3,8
1133,2014-01-21,41,Bachelor,Single,1,56,0,25,2,29,2,4,1,3,4
608,2013-03-18,37,Basic,Single,1,31,6,10,6,5,5,2,0,1,4
191,2013-05-17,26,Bachelor,Single,0,98,22,432,147,466,113,0,0,1,3
2090,2013-06-08,66,Basic,Married,0,24,2,39,3,173,2,6,3,0,7
491,2014-05-22,66,Bachelor,Single,0,63,0,356,63,529,28,4,2,0,3
1566,2013-12-11,68,Bachelor,Married,0,53,32,639,13,368,43,4,1,0,1
1732,2013-09-28,69,HighSchool,Single,0,21,26,195,34,620,17,5,2,0,2
619,2012-12-18,38,Bachelor,Married,1,76,5,129,10,41,3,5,1,3,9
72,2013-03-17,56,Bachelor,Married,0,29,107,291,84,258,37,4,2,0,7
819,2013-11-22,39,Bachelor,Married,1,65,5,28,11,10,1,0,0,0,5
134,2013-08-14,51,HighSchool,Married,1,51,0,33,3,220,0,0,0,0,8
612,2014-03-10,66,Master,Married,0,52,35,169,58,625,17,6,4,1,1
1001,2012-09-10,47,Bachelor,Divorced,0,14,0,21,7,63,0,2,0,1,8
726,2013-03-29,42,Master,Married,0,69,79,341,177,432,136,2,0,1,4
137,2013-07-07,56,Bachelor,Married,2,61,1,34,2,53,0,5,3,0,8
1114,2012-08-08,49,Basic,Married,1,78,47,494,82,957,47,1,0,1,8
1985,2012-09-06,45,Bachelor,Single,1,29,17,19,20,16,21,4,1,2,8
162,2014-01-05,31,Basic,Single,1,91,3,49,7,53,4,1,0,3,8
1329,2013-02-16,25,Bachelor,Married,0,15,0,8,23,32,4,2,0,5,6
2061,2013-03-03,44,HighSchool,Married,1,82,1,16,0,71,0,2,0,1,8
769,2013-09-12,44,Basic,Single,0,28,0,522,227,522,120,0,0,0,2
1196,2013-05-22,50,HighSchool,Married,0,53,3,25,3,87,2,7,1,4,7
317,2013-08-23,45,Bachelor,Married,1,67,20,172,52,738,50,3,0,2,7
618,2012-09-06,38,HighSchool,Married,1,94,18,33,24,19,1,0,0,0,9
1551,2012-12-02,51,Bachelor,Married,0,93,63,254,0,928,12,1,0,1,4
1901,2013-02-16,25,Master,Single,0,15,0,8,23,32,4,1,0,4,6
267,2013-10-04,45,Bachelor,Single,1,11,7,19,8,10,2,1,0,1,6
707,2013-02-11,37,Bachelor,Married,1,45,4,18,7,9,5,3,0,2,7
194,2013-12-29,38,HighSchool,Single,1,24,0,10,3,10,1,0,0,1,8
1607,2012-09-25,33,Bachelor,Married,0,78,96,447,220,398,96,3,0,8,3
862,2014-04-04,34,Basic,Married,1,35,13,57,24,48,15,4,0,11,7
1677,2013-02-19,30,HighSchool,Married,1,40,0,5,0,9,0,1,0,4,8
1602,2014-05-18,28,HighSchool,Married,1,9,11,99,15,158,11,2,0,5,3
1897,2012-10-14,44,Bachelor,Single,0,85,138,430,60,829,92,2,0,1,2
53,2014-06-07,38,Bachelor,Married,0,54,120,550,156,510,40,4,1,3,1
1554,2013-03-27,58,Bachelor,Married,1,26,9,180,12,733,19,5,3,0,4
1083,2013-08-07,36,Bachelor,Divorced,0,56,50,100,55,162,30,2,0,2,4
2152,2014-03-05,50,Master,Married,0,14,5,32,13,492,5,2,0,1,6
426,2013-01-23,48,Doctorate,Married,1,76,47,181,149,515,95,0,0,0,7
310,2013-06-03,26,Bachelor,Single,0,69,138,461,60,861,30,1,0,4,3
1358,2013-05-06,50,Basic,Divorced,2,94,0,5,0,27,0,3,0,2,8
1835,2012-09-18,20,HighSchool,Single,0,56,27,590,38,536,107,0,0,1,6
1181,2013-04-22,46,Bachelor,Married,1,50,2,51,4,57,2,4,0,2,6
1630,2013-05-10,55,Bachelor,Single,0,1,1,6,0,7,3,5,3,0,4
1514,2013-03-24,55,HighSchool,Married,0,65,11,3,10,7,4,6,4,1,5
906,2013-11-17,61,Master,Single,0,30,29,56,30,156,32,6,4,1,3
163,2013-05-01,40,HighSchool,Married,0,9,12,240,16,1001,12,5,1,3,2
1171,2014-05-08,44,Bachelor,Single,1,17,1,11,0,4,0,3,0,2,7
897,2014-03-10,29,Bachelor,Married,0,23,9,49,24,102,3,1,0,4,4
547,2013-03-01,37,Bachelor,Married,1,57,85,137,102,308,45,5,1,3,5
621,2014-06-13,57,HighSchool,Married,0,46,45,207,36,603,18,7,6,1,1
218,2012-11-14,35,Bachelor,Single,1,48,32,162,42,824,32,2,0,1,6
1953,2013-02-14,49,Bachelor,Divorced,0,27,0,199,37,673,47,4,1,2,4
1251,2014-03-06,63,Bachelor,Divorced,1,2,0,12,0,46,2,4,1,0,7
1277,2013-07-31,44,Bachelor,Divorced,1,75,1,7,2,14,1,3,0,2,9
136,2012-08-08,39,HighSchool,Single,1,31,1,3,10,0,6,3,0,2,8
2081,2012-11-29,40,Bachelor,Married,0,67,12,128,33,1115,12,0,0,1,6
1898,2012-08-22,48,Bachelor,Married,0,93,50,500,65,1017,50,6,1,4,8
1649,2013-09-11,26,Bachelor,Married,0,46,2,15,8,40,0,3,0,9,4
1160,2014-01-12,58,Bachelor,Married,1,61,7,35,0,349,0,7,5,1,7
1574,2013-12-24,28,HighSchool,Single,0,33,160,625,63,754,32,1,0,4,3
1914,2013-11-20,41,Doctorate,Married,1,83,4,36,2,46,2,3,0,2,5
711,2013-05-02,61,Basic,Married,0,90,0,134,28,524,28,4,1,0,7
1797,2014-06-28,46,Bachelor,Single,0,72,8,232,23,572,62,0,0,0,1
1307,2013-06-06,57,Bachelor,Married,0,37,6,97,24,170,12,6,4,1,6
2097,2013-12-04,46,HighSchool,Single,0,80,28,152,25,742,9,3,0,2,4
833,2013-07-27,55,Master,Married,0,2,50,431,134,362,35,2,0,0,1
1764,2013-08-01,31,Basic,Single,0,1,22,112,138,71,89,2,0,7,1
1832,2013-07-08,25,Bachelor,Single,0,19,6,28,13,2,4,1,0,3,7
933,2012-10-01,28,Bachelor,Single,0,60,0,48,0,1166,0,1,0,3,8
2020,2013-06-01,64,Doctorate,Married,0,23,90,216,63,240,6,4,1,0,3
348,2013-01-10,29,Bachelor,Single,1,93,80,455,52,656,107,2,0,5,4
1936,2012-08-13,39,HighSchool,Single,0,2,105,653,28,1285,21,4,1,2,8
891,2013-12-04,42,Bachelor,Single,0,19,21,69,39,181,3,1,0,1,3
1539,2012-08-12,41,Bachelor,Single,0,63,80,217,29,757,80,2,0,1,6
145,2012-10-18,39,HighSchool,Single,0,36,16,141,32,598,41,0,0,1,8
54,2013-06-12,37,HighSchool,Single,1,57,9,124,12,328,24,3,0,2,3
538,2013-12-03,35,Master,Single,1,72,7,43,20,42,12,4,0,2,6
1480,2014-01-26,56,Bachelor,Divorced,0,73,161,295,210,247,85,4,2,0,2
1805,2014-04-07,53,Bachelor,Married,0,99,17,398,80,362,35,0,0,0,4
199,2014-06-29,63,Basic,Single,0,50,4,34,6,448,4,4,2,0,5
2200,2013-06-19,37,HighSchool,Married,1,40,1,8,0,5,0,3,0,2,8
1472,2014-06-10,69,Bachelor,Married,2,56,0,30,0,406,0,5,3,0,7
2183,2012-11-23,46,Bachelor,Married,0,0,21,300,65,266,8,5,1,3,6
1180,2014-02-17,63,Bachelor,Married,0,94,13,34,10,87,6,4,1,0,5
1032,2013-07-30,29,Basic,Single,1,2,0,16,0,14,0,2,0,7,6
1246,2013-08-16,46,Bachelor,Married,0,91,63,946,219,736,189,4,1,2,2
972,2013-08-15,65,Bachelor,Divorced,0,17,168,108,192,674,42,5,3,0,3
662,2012-09-12,45,HighSchool,Single,0,33,159,194,58,371,106,0,0,0,3
1715,2014-03-23,51,Master,Single,1,36,0,14,0,48,0,4,1,2,6
722,2013-06-12,37,HighSchool,Married,1,57,9,124,12,328,24,2,0,1,3
1342,2013-04-22,37,HighSchool,Single,1,69,15,27,0,8,20,0,0,1,8
1885,2013-02-23,51,Basic,Divorced,1,13,1,18,3,42,0,3,0,2,7
2068,2012-12-15,23,Bachelor,Married,0,61,25,607,67,196,17,1,0,3,2
1034,2013-09-25,49,HighSchool,Single,0,91,11,33,13,30,6,3,0,2,4
849,2014-01-26,46,HighSchool,Married,1,71,2,18,6,13,1,0,0,0,8
1338,2012-11-08,28,Bachelor,Single,1,21,2,7,4,1,3,1,0,3,8
993,2013-02-02,61,Bachelor,Married,0,46,43,127,68,157,56,5,2,0,4
1233,2012-12-03,23,HighSchool,Married,1,63,17,18,8,10,26,3,0,9,9
1751,2014-06-16,35,Bachelor,Married,1,23,1,2,0,16,0,4,1,2,5
