id,Enrollment_date,Age,Education,Marital_status,Kids_at_home,Recency,Purchases_Fruit,Purchases_Meat,Purchases_Fish,Purchases_Wine,Purchases_Vegetables,Num_purchases_Store,Num_purchases_Catalog,Num_purchases_Web,Num_web_visits_last_month
1313,2013-04-15,48,HighSchool,Divorced,1,89,1,16,4,12,1,8,3,5,1
1314,2013-01-08,36,HighSchool,Married,1,65,23,15,0,5,18,14,4,9,4
1315,2014-03-19,39,Bachelor,Married,0,21,0,2,0,15,0,10,3,6,1
1316,2013-01-16,49,Bachelor,Single,1,47,23,11,8,2,6,8,3,5,1
1317,2012-10-14,30,Master,Single,0,73,3,129,26,171,24,5,0,15,7
1318,2014-01-03,39,Bachelor,Single,1,90,0,3,0,9,0,10,3,6,1
1319,2012-09-26,47,Master,Married,0,55,24,68,38,368,0,8,3,5,2
1320,2012-10-22,51,HighSchool,Married,1,97,33,87,28,138,24,4,2,2,0
1321,2014-02-24,62,Bachelor,Married,0,92,0,5,2,32,0,2,6,0,0
1322,2012-12-28,48,Master,Single,0,67,8,160,6,247,8,11,3,7,2
1323,2012-08-03,60,Basic,Married,0,39,15,47,20,313,0,3,7,0,0
1324,2014-04-06,56,Bachelor,Married,0,86,0,7,0,76,0,11,11,1,0
1325,2012-10-12,45,Basic,Single,0,39,7,133,46,513,14,10,3,6,1
1326,2013-03-26,37,HighSchool,Married,1,46,0,16,2,131,1,7,2,5,1
1327,2013-10-29,30,Bachelor,Married,0,74,138,750,0,1067,19,1,0,7,2
1328,2013-09-12,61,Bachelor,Married,0,70,17,133,11,729,0,9,10,1,0
1329,2013-03-12,32,Bachelor,Single,0,69,27,102,44,722,72,4,0,12,2
1330,2013-06-28,49,Bachelor,Married,0,61,7,155,10,606,0,10,3,6,1
1331,2012-11-17,33,Bachelor,Single,0,76,22,11,3,4,7,1,0,6,1
1332,2014-05-06,42,Basic,Single,0,14,3,19,3,19,1,7,2,4,1
1333,2012-10-31,29,HighSchool,Married,0,71,80,369,67,160,39,7,0,18,2
1334,2013-01-11,54,Basic,Single,0,1,169,816,20,539,0,11,3,7,0
1335,2013-09-01,37,Master,Single,0,34,7,9,13,8,6,7,2,4,0
1336,2012-08-26,43,Bachelor,Divorced,0,21,17,52,3,125,19,5,2,3,1
1337,2014-05-19,42,Bachelor,Married,1,37,0,8,4,15,2,7,2,5,1
1338,2013-03-03,53,Bachelor,Single,0,39,7,137,4,229,0,8,3,5,0
1339,2013-07-30,30,Bachelor,Single,0,49,2,46,3,202,2,2,0,9,2
1340,2013-05-30,27,Bachelor,Married,0,93,3,21,3,23,19,3,0,10,1
1341,2013-03-14,45,Basic,Married,2,43,2,18,2,16,1,5,2,3,1
1342,2014-02-13,24,Basic,Single,0,29,120,915,94,1156,144,0,0,2,0
1343,2012-11-09,33,Bachelor,Single,0,10,25,459,124,823,29,7,0,18,3
1344,2014-02-15,55,HighSchool,Single,0,27,24,15,13,10,1,6,8,0,0
1345,2014-05-04,67,Bachelor,Married,0,58,6,20,0,19,5,9,10,1,0
1346,2013-08-27,50,Master,Married,0,64,29,514,38,882,29,8,3,5,2
1347,2013-04-21,47,Bachelor,Divorced,0,64,15,100,20,635,7,11,3,7,2
1348,2013-11-06,44,Master,Married,0,39,1,5,2,9,1,7,2,4,1
1349,2014-02-03,53,Doctorate,Married,2,2,8,407,150,318,35,10,3,6,1
1350,2013-05-25,34,Bachelor,Married,0,97,1,56,0,127,1,5,0,14,5
1351,2013-10-29,25,HighSchool,Single,0,1,12,9,0,1,14,5,0,14,3
1352,2013-11-06,44,Bachelor,Single,0,58,21,250,85,707,43,10,3,6,2
1353,2014-06-09,50,HighSchool,Single,0,55,0,11,3,23,2,10,3,7,1
1354,2012-08-01,56,Master,Divorced,0,66,55,445,168,1206,18,4,7,0,0
1355,2014-06-08,49,HighSchool,Married,1,99,0,7,0,54,0,11,3,7,2
1356,2012-12-06,53,Bachelor,Married,0,22,1,28,13,108,1,13,4,9,1
1357,2013-05-06,37,Doctorate,Single,0,54,62,90,68,121,20,7,2,4,0
1358,2012-10-29,63,Bachelor,Divorced,0,8,12,96,33,96,22,6,8,0,0
1359,2012-09-19,44,Master,Married,2,95,1,4,2,11,0,8,3,5,1
1360,2012-10-05,27,Doctorate,Single,0,97,20,101,24,104,15,3,0,11,2
1361,2012-10-22,59,HighSchool,Divorced,0,55,41,86,45,172,6,3,6,0,0
1362,2013-11-15,67,Bachelor,Married,0,81,16,417,42,1076,48,5,8,0,0
1363,2014-01-25,34,Bachelor,Divorced,0,91,48,217,32,908,12,6,0,16,2
1364,2012-09-20,58,Master,Married,0,49,4,20,0,13,0,7,9,0,0
1365,2013-05-09,65,Bachelor,Married,0,37,0,5,0,33,0,9,10,1,0
1366,2013-06-02,60,Bachelor,Married,0,48,10,253,56,189,43,2,6,0,0
1367,2012-08-08,43,Bachelor,Divorced,1,72,86,740,67,792,51,10,3,6,0
1368,2014-01-31,55,Bachelor,Married,0,50,32,189,0,371,58,6,8,0,0
1369,2013-11-25,42,Bachelor,Married,0,97,4,10,2,5,2,10,3,7,2
1370,2014-02-27,41,Basic,Married,0,15,2,7,0,27,2,10,3,6,1
1371,2012-09-03,57,Basic,Married,0,87,4,12,2,19,2,2,6,0,0
1372,2012-11-10,41,HighSchool,Single,0,64,0,10,0,203,0,12,3,7,3
1373,2013-01-03,42,HighSchool,Single,0,1,3,6,6,13,5,11,3,7,1
1374,2013-08-29,64,HighSchool,Divorced,0,55,0,19,2,40,1,0,2,0,0
1375,2012-11-29,41,Doctorate,Married,0,61,65,52,10,91,44,9,3,6,1
1376,2012-11-11,49,HighSchool,Married,0,45,12,253,16,977,12,5,2,3,0
1377,2013-03-30,29,HighSchool,Single,0,60,0,359,46,1311,89,2,0,9,2
1378,2014-06-16,34,Bachelor,Married,1,71,35,179,28,479,7,6,0,15,5
1379,2012-08-31,55,Bachelor,Single,0,83,28,135,10,526,21,5,7,0,0
1380,2013-09-28,68,HighSchool,Divorced,0,93,31,127,8,162,17,9,10,1,0
1381,2014-05-29,54,Basic,Married,2,19,80,483,123,658,13,6,2,4,1
1382,2014-03-24,43,Doctorate,Married,1,28,0,16,7,11,6,7,2,4,1
1383,2013-09-16,43,HighSchool,Married,0,61,1,7,0,10,0,3,1,1,0
1384,2012-09-18,41,Bachelor,Married,3,15,3,30,10,40,7,10,3,6,1
1385,2012-08-03,50,Basic,Married,1,52,33,249,64,1215,116,7,2,5,0
1386,2014-06-07,37,Basic,Married,0,29,4,20,6,8,3,7,2,5,1
1387,2013-04-30,38,Bachelor,Divorced,2,14,12,10,6,2,13,10,3,6,0
1388,2013-08-30,31,Bachelor,Married,0,75,3,18,3,19,1,3,0,11,4
1389,2013-11-23,58,Bachelor,Married,0,12,72,170,47,912,36,3,6,0,0
1390,2014-01-02,36,Basic,Single,0,75,81,149,25,187,43,5,2,3,0
1391,2013-04-08,66,Bachelor,Single,0,33,1,28,3,20,3,8,10,1,0
1392,2013-11-29,63,Bachelor,Married,1,48,11,35,0,95,4,5,8,0,0
1393,2014-02-12,64,HighSchool,Married,0,35,143,797,106,879,143,5,8,0,0
1394,2013-07-03,54,Bachelor,Married,0,32,178,555,77,1050,138,2,1,1,0
1395,2013-12-27,31,Bachelor,Married,1,68,1,21,2,14,3,7,0,18,8
1396,2014-05-19,42,Bachelor,Married,0,37,0,8,4,15,2,15,4,10,4
1397,2014-03-17,56,HighSchool,Divorced,0,78,92,408,72,1168,129,7,9,0,0
1398,2012-08-22,42,Bachelor,Married,0,94,3,90,12,73,1,10,3,6,1
1399,2012-10-26,63,Bachelor,Married,0,74,132,693,27,324,118,9,10,1,0
1400,2013-03-18,45,Doctorate,Single,0,23,9,15,13,3,2,7,2,5,1
1401,2012-09-22,58,Master,Married,1,5,0,2,0,29,0,3,6,0,0
1402,2013-03-12,50,Bachelor,Married,0,6,1,3,0,9,4,4,2,2,0
1403,2013-06-20,62,Doctorate,Married,0,65,48,133,39,320,72,9,10,1,0
1404,2013-11-07,44,Bachelor,Single,0,67,100,835,65,584,83,11,3,7,0
1405,2013-08-30,50,Bachelor,Divorced,1,64,0,17,0,70,0,13,4,9,3
1406,2014-03-16,43,Basic,Married,1,34,4,10,6,20,4,11,3,7,3
1407,2013-07-23,40,Bachelor,Married,1,78,1,5,0,9,0,2,1,1,0
1408,2014-01-09,45,Bachelor,Divorced,3,24,6,58,8,580,0,6,2,4,1
1409,2013-04-28,64,Bachelor,Married,0,85,0,10,0,135,4,6,8,0,0
1410,2014-02-12,45,HighSchool,Married,1,16,68,731,89,1302,114,10,3,6,2
1411,2014-04-05,31,Master,Single,0,96,1,20,16,19,14,0,0,4,0
1412,2013-11-22,50,HighSchool,Single,0,96,100,801,21,684,66,9,3,5,1
1413,2012-11-05,42,Bachelor,Married,0,74,6,91,8,539,6,8,3,5,0
1414,2013-11-07,23,HighSchool,Married,1,40,12,523,63,571,60,2,0,8,2
1415,2012-10-26,40,Basic,Married,2,23,4,5,15,8,2,7,2,5,1
1416,2013-03-04,62,HighSchool,Married,0,62,24,790,160,1111,45,4,7,0,0
1417,2013-01-02,50,Bachelor,Married,1,9,0,64,0,577,0,7,2,4,1
1418,2014-06-22,50,Bachelor,Married,0,20,1,1,1,2,0,8,3,5,1
1419,2013-01-01,44,Bachelor,Divorced,0,8,33,60,8,199,3,9,3,6,2
1420,2013-11-14,30,HighSchool,Married,0,74,6,5,0,3,2,3,0,11,1
1421,2013-07-13,63,Bachelor,Married,1,69,1,41,10,135,1,10,10,1,0
1422,2013-03-07,37,Bachelor,Married,1,51,20,66,0,154,12,11,3,7,0
1423,2014-03-17,41,Basic,Divorced,2,99,6,3,7,0,6,10,3,6,0
1424,2013-11-08,53,Bachelor,Divorced,1,87,9,122,19,327,14,7,2,4,1
1425,2013-06-03,60,HighSchool,Single,0,54,22,323,104,390,35,5,7,0,0
1426,2013-08-15,40,HighSchool,Married,0,64,3,17,4,318,7,9,3,6,1
1427,2013-07-18,63,HighSchool,Married,0,60,2,19,10,26,5,0,5,0,0
1428,2013-02-13,25,HighSchool,Single,0,62,12,50,4,52,36,5,0,14,5
1429,2014-03-19,43,HighSchool,Married,0,8,3,8,2,1,5,2,1,1,0
1430,2013-09-22,42,HighSchool,Divorced,0,50,6,4,3,2,1,6,2,4,1
1431,2014-06-23,34,Bachelor,Married,0,55,34,536,134,1003,51,3,0,10,2
1432,2013-10-27,32,Bachelor,Married,0,35,0,5,2,6,1,9,0,23,10
1433,2013-01-07,44,HighSchool,Married,1,32,10,44,30,254,10,2,1,1,0
1434,2012-09-12,40,Bachelor,Single,1,7,21,273,0,179,21,11,3,7,1
1435,2013-05-12,63,HighSchool,Single,0,57,31,345,75,901,31,6,8,0,0
1436,2013-09-01,50,HighSchool,Married,0,91,12,23,29,43,15,6,2,3,0
1437,2013-09-27,69,Doctorate,Married,0,71,168,672,246,966,105,4,7,0,0
1438,2014-02-05,34,Bachelor,Married,0,42,71,860,93,519,27,3,0,11,1
1439,2013-10-15,57,Master,Married,1,88,27,102,28,99,48,4,7,0,0
1440,2013-07-13,33,Bachelor,Single,0,78,4,6,11,12,8,7,0,17,3
1441,2013-08-28,41,Bachelor,Married,0,47,16,132,43,614,33,6,2,3,1
1442,2014-01-30,38,HighSchool,Single,0,9,6,2,11,12,2,13,4,8,1
1443,2014-01-11,26,Bachelor,Single,0,77,40,111,36,35,40,4,0,12,2
1444,2013-11-05,52,Master,Married,1,9,18,81,28,174,6,7,2,4,1
1445,2012-08-29,30,Bachelor,Married,1,87,4,68,7,64,5,4,0,11,5
1446,2014-05-07,50,HighSchool,Married,3,84,0,592,147,410,22,4,2,2,0
1447,2014-03-30,57,Bachelor,Married,0,60,10,17,8,7,6,4,7,0,0
1448,2013-06-21,23,Bachelor,Married,0,71,4,66,3,34,10,7,0,19,2
1449,2013-07-11,48,Basic,Single,0,85,5,25,0,12,9,10,3,6,0
1450,2013-07-05,38,HighSchool,Single,0,42,0,4,0,14,0,11,3,7,2
1451,2012-08-12,41,HighSchool,Married,2,63,80,217,29,757,80,2,1,1,0
1452,2014-06-23,52,HighSchool,Married,1,29,0,1,1,5,1,11,3,7,1
1453,2014-04-07,50,Bachelor,Married,1,41,114,254,132,635,152,5,2,3,0
1454,2012-08-08,33,HighSchool,Single,0,36,13,78,20,139,13,0,0,5,0
1455,2013-09-07,66,Bachelor,Married,0,14,4,35,6,400,0,3,6,0,0
1456,2014-05-26,41,Bachelor,Married,1,99,86,208,177,273,14,9,3,6,2
1457,2013-12-07,50,Basic,Single,0,37,7,119,4,239,15,11,3,7,2
1458,2012-08-28,36,Bachelor,Married,0,72,21,128,223,600,150,7,2,4,1
1459,2014-03-17,50,Bachelor,Divorced,0,68,108,334,65,251,92,11,3,7,2
1460,2012-08-12,41,HighSchool,Married,0,63,80,217,29,757,80,11,3,7,1
1461,2013-01-17,59,Bachelor,Single,0,56,162,224,101,216,92,5,7,0,0
1462,2012-10-27,41,Bachelor,Divorced,0,18,91,410,119,546,0,13,4,8,2
1463,2013-02-14,45,Bachelor,Married,0,1,2,12,7,4,5,11,3,7,1
1464,2012-11-09,52,Basic,Married,0,50,4,50,12,51,1,8,3,5,1
1465,2014-06-18,61,Bachelor,Married,0,12,99,278,185,71,121,4,7,0,0
1466,2013-01-02,38,Bachelor,Single,0,54,6,20,30,12,1,11,3,7,1
1467,2013-09-25,28,Bachelor,Single,0,34,10,11,19,1,3,3,0,10,4
1468,2013-03-03,50,Bachelor,Married,0,18,61,570,40,856,25,12,3,7,1
1469,2012-11-12,43,Doctorate,Single,0,14,2,16,11,10,2,15,4,10,4
1470,2014-05-24,53,Bachelor,Single,0,68,106,147,54,411,115,7,2,4,1
1471,2013-07-12,57,HighSchool,Married,0,90,15,80,17,67,11,9,10,1,0
1472,2013-11-07,38,Basic,Divorced,2,46,9,8,11,1,3,11,3,7,3
1473,2012-11-07,49,Bachelor,Divorced,1,16,35,124,69,666,8,7,2,4,1
1474,2013-01-16,38,Bachelor,Single,0,59,31,422,0,548,112,6,2,3,0
1475,2014-05-25,44,HighSchool,Single,0,78,0,15,2,26,1,9,3,5,2
1476,2014-02-13,24,HighSchool,Single,0,29,120,915,94,1156,144,3,0,10,4
1477,2012-08-15,44,Bachelor,Married,0,92,8,166,11,639,8,10,3,6,2
1478,2013-08-22,50,Basic,Single,0,86,2,20,2,24,2,0,1,0,0
1479,2014-05-22,63,Bachelor,Married,0,92,35,305,46,203,17,3,6,0,0
1480,2012-12-31,25,Bachelor,Single,0,70,4,19,12,12,6,4,0,13,6
1481,2013-09-15,45,HighSchool,Married,0,34,3,7,0,4,3,6,2,4,0
1482,2014-02-07,45,HighSchool,Single,0,11,60,241,13,180,54,12,4,8,2
1483,2013-07-21,39,Bachelor,Married,1,11,9,112,19,342,14,7,2,4,0
1484,2012-11-08,59,Master,Married,0,92,0,76,12,856,9,11,11,1,0
1485,2013-01-04,44,HighSchool,Married,0,5,26,206,116,493,80,6,2,3,1
1486,2012-11-02,38,Bachelor,Married,3,54,29,138,76,763,176,9,3,6,2
1487,2014-03-21,42,Bachelor,Divorced,0,85,0,65,0,582,0,11,3,7,2
1488,2012-08-17,29,Bachelor,Married,0,50,1,6,3,5,4,4,0,12,5
1489,2013-08-20,67,HighSchool,Married,0,10,1,33,2,145,1,10,10,1,0
1490,2013-03-31,45,Master,Married,1,77,81,368,0,440,122,6,2,3,1
1491,2013-01-25,29,Basic,Single,0,16,4,5,4,5,2,4,0,12,2
1492,2013-08-01,58,HighSchool,Married,0,10,19,111,50,200,15,12,12,1,0
1493,2014-03-19,36,Basic,Single,0,19,14,309,201,688,24,7,2,4,1
1494,2013-02-02,46,HighSchool,Single,0,56,106,271,75,295,98,10,3,6,0
1495,2013-07-19,26,HighSchool,Married,1,77,70,324,146,493,40,5,0,13,3
1496,2013-06-25,44,HighSchool,Married,0,22,0,18,0,280,0,12,4,8,1
1497,2013-11-15,32,Bachelor,Divorced,0,11,5,6,0,5,2,7,0,18,2
1498,2014-05-24,45,HighSchool,Single,0,84,2,14,0,27,0,6,2,4,1
1499,2014-05-11,39,Bachelor,Single,0,81,3,22,2,152,5,7,2,4,1
1500,2013-09-16,49,Bachelor,Married,0,39,0,11,0,56,0,8,3,5,2
1501,2013-01-10,44,Bachelor,Married,1,10,1,13,2,23,2,13,4,8,2
1502,2014-01-25,50,Bachelor,Married,2,78,15,89,34,89,42,12,4,8,1
1503,2014-06-26,40,Master,Single,0,65,1,16,2,39,0,7,2,4,0
1504,2012-11-26,62,HighSchool,Divorced,0,87,2,55,0,189,5,4,7,0,0
1505,2013-06-20,52,Bachelor,Single,0,29,23,95,54,386,41,9,3,6,1
1506,2013-05-22,40,Bachelor,Single,0,30,14,36,37,16,22,9,3,6,2
1507,2014-03-31,61,Bachelor,Divorced,0,90,31,430,62,1020,63,1,5,0,0
1508,2014-03-12,60,Doctorate,Married,1,59,7,115,19,576,7,7,9,0,0
1509,2013-05-26,62,Bachelor,Married,0,81,0,3,0,14,0,3,6,0,0
1510,2014-03-01,28,HighSchool,Married,0,95,73,351,56,982,14,2,0,9,1
1511,2013-07-31,44,Bachelor,Married,0,75,1,7,2,14,1,8,3,5,1
1512,2013-03-08,45,Doctorate,Divorced,2,66,2,8,3,7,2,5,2,3,0
1513,2012-12-22,29,HighSchool,Single,0,86,7,14,7,7,16,6,0,15,6
1514,2012-08-29,35,HighSchool,Married,1,65,33,130,41,39,26,10,3,6,2
1515,2013-08-02,49,Master,Married,1,34,0,107,19,356,9,11,3,7,1
1516,2014-05-02,34,HighSchool,Divorced,0,27,21,134,258,340,14,1,0,6,1
1517,2013-10-23,40,Bachelor,Single,0,47,3,85,71,178,66,5,2,3,0
1518,2013-01-15,64,Bachelor,Married,0,67,8,53,11,815,0,8,9,0,0
1519,2013-02-17,64,HighSchool,Married,0,61,10,217,198,533,174,0,4,0,0
1520,2013-09-05,59,Bachelor,Married,0,12,2,5,6,1,0,3,6,0,0
1521,2014-04-30,63,Master,Married,0,58,10,13,4,14,15,4,7,0,0
1522,2013-02-18,61,Bachelor,Divorced,0,46,0,250,153,1073,14,1,5,0,0
1523,2014-04-13,59,Bachelor,Married,0,38,19,130,4,228,11,0,3,0,0
1524,2013-07-12,29,Basic,Single,0,26,3,4,2,1,2,3,0,11,3
1525,2014-03-18,42,Bachelor,Single,0,10,5,24,6,30,3,12,3,8,1
1526,2013-05-31,34,Master,Married,0,82,0,15,0,23,2,5,0,15,1
1527,2012-08-31,36,Bachelor,Married,0,98,28,217,10,73,24,5,2,3,1
1528,2014-06-10,69,HighSchool,Single,0,56,0,30,0,406,0,3,6,0,0
1529,2013-07-12,55,Bachelor,Married,0,55,1,3,0,12,0,0,2,0,0
1530,2013-06-14,39,Bachelor,Married,0,77,1,3,8,3,0,9,3,6,2
1531,2014-05-25,44,Basic,Married,2,78,0,15,2,26,1,13,4,8,1
1532,2014-01-21,41,Bachelor,Single,0,56,0,25,2,29,2,11,3,7,2
1533,2013-03-18,37,Basic,Single,0,31,6,10,6,5,5,7,2,4,1
1534,2013-05-17,26,Bachelor,Single,0,98,22,432,147,466,113,1,0,6,1
1535,2013-06-08,66,Basic,Married,0,24,2,39,3,173,2,7,9,0,0
1536,2014-05-22,66,Bachelor,Single,0,63,0,356,63,529,28,5,7,0,0
1537,2013-12-11,68,Bachelor,Married,0,53,32,639,13,368,43,4,7,0,0
1538,2013-09-28,69,HighSchool,Single,0,21,26,195,34,620,17,5,7,0,0
1539,2012-12-18,38,Bachelor,Married,1,76,5,129,10,41,3,11,3,7,1
1540,2013-03-17,56,Bachelor,Married,1,29,107,291,84,258,37,4,7,0,0
1541,2013-11-22,39,Bachelor,Married,1,65,5,28,11,10,1,2,1,1,0
1542,2013-08-14,51,HighSchool,Married,0,51,0,33,3,220,0,3,1,1,0
1543,2014-03-10,66,Master,Married,0,52,35,169,58,625,17,9,10,1,0
1544,2012-09-10,47,Bachelor,Divorced,0,14,0,21,7,63,0,7,2,4,1
1545,2013-03-29,42,Master,Married,0,69,79,341,177,432,136,7,2,4,0
1546,2013-07-07,56,Bachelor,Married,0,61,1,34,2,53,0,7,9,0,0
1547,2012-08-08,49,Basic,Married,1,78,47,494,82,957,47,5,2,3,0
1548,2012-09-06,45,Bachelor,Single,0,29,17,19,20,16,21,10,3,6,1
1549,2014-01-05,31,Basic,Single,1,91,3,49,7,53,4,3,0,10,4
1550,2013-02-16,25,Bachelor,Married,0,15,0,8,23,32,4,4,0,12,2
1551,2013-03-03,44,HighSchool,Married,0,82,1,16,0,71,0,7,2,4,1
1552,2013-09-12,44,Basic,Single,0,28,0,522,227,522,120,3,2,2,0
1553,2013-05-22,50,HighSchool,Married,1,53,3,25,3,87,2,15,4,10,3
1554,2013-08-23,45,Bachelor,Married,0,67,20,172,52,738,50,9,3,6,2
1555,2012-09-06,38,HighSchool,Married,1,94,18,33,24,19,1,4,2,2,0
1556,2012-12-02,51,Bachelor,Married,1,93,63,254,0,928,12,5,2,3,1
1557,2013-02-16,25,Master,Single,0,15,0,8,23,32,4,3,0,10,2
1558,2013-10-04,45,Bachelor,Single,0,11,7,19,8,10,2,6,2,4,0
1559,2013-02-11,37,Bachelor,Married,0,45,4,18,7,9,5,8,3,5,1
1560,2013-12-29,38,HighSchool,Single,0,24,0,10,3,10,1,5,2,3,1
1561,2012-09-25,33,Bachelor,Married,0,78,96,447,220,398,96,6,0,16,3
1562,2014-04-04,34,Basic,Married,0,35,13,57,24,48,15,8,0,20,6
1563,2013-02-19,30,HighSchool,Married,0,40,0,5,0,9,0,3,0,10,4
1564,2014-05-18,28,HighSchool,Married,2,9,11,99,15,158,11,4,0,12,3
1565,2012-10-14,44,Bachelor,Single,0,85,138,430,60,829,92,6,2,4,1
1566,2014-06-07,38,Bachelor,Married,1,54,120,550,156,510,40,11,3,7,2
1567,2013-03-27,58,Bachelor,Married,0,26,9,180,12,733,19,7,9,0,0
1568,2013-08-07,36,Bachelor,Divorced,0,56,50,100,55,162,30,8,3,5,1
1569,2014-03-05,50,Master,Married,1,14,5,32,13,492,5,7,2,4,1
1570,2013-01-23,48,Doctorate,Married,0,76,47,181,149,515,95,0,1,0,0
1571,2013-06-03,26,Bachelor,Single,0,69,138,461,60,861,30,3,0,10,3
1572,2013-05-06,50,Basic,Divorced,0,94,0,5,0,27,0,9,3,6,2
1573,2012-09-18,20,HighSchool,Single,0,56,27,590,38,536,107,1,0,6,2
1574,2013-04-22,46,Bachelor,Married,0,50,2,51,4,57,2,9,3,6,2
1575,2013-05-10,55,Bachelor,Single,0,1,1,6,0,7,3,7,9,0,0
1576,2013-03-24,55,HighSchool,Married,0,65,11,3,10,7,4,9,10,1,0
1577,2013-11-17,61,Master,Single,0,30,29,56,30,156,32,9,10,1,0
1578,2013-05-01,40,HighSchool,Married,0,9,12,240,16,1001,12,12,4,8,1
1579,2014-05-08,44,Bachelor,Single,0,17,1,11,0,4,0,9,3,6,2
1580,2014-03-10,29,Bachelor,Married,0,23,9,49,24,102,3,3,0,10,3
1581,2013-03-01,37,Bachelor,Married,0,57,85,137,102,308,45,11,3,7,1
1582,2014-06-13,57,HighSchool,Married,0,46,45,207,36,603,18,12,12,1,0
1583,2012-11-14,35,Bachelor,Single,0,48,32,162,42,824,32,7,2,4,1
1584,2013-02-14,49,Bachelor,Divorced,1,27,0,199,37,673,47,10,3,7,3
1585,2014-03-06,63,Bachelor,Divorced,0,2,0,12,0,46,2,3,6,0,0
1586,2013-07-31,44,Bachelor,Divorced,1,75,1,7,2,14,1,9,3,5,1
1587,2012-08-08,39,HighSchool,Single,1,31,1,3,10,0,6,9,3,6,2
1588,2012-11-29,40,Bachelor,Married,0,67,12,128,33,1115,12,5,2,3,1
1589,2012-08-22,48,Bachelor,Married,0,93,50,500,65,1017,50,14,4,9,1
1590,2013-09-11,26,Bachelor,Married,1,46,2,15,8,40,0,6,0,17,7
1591,2014-01-12,58,Bachelor,Married,0,61,7,35,0,349,0,10,11,1,0
1592,2013-12-24,28,HighSchool,Single,0,33,160,625,63,754,32,3,0,10,1
1593,2013-11-20,41,Doctorate,Married,1,83,4,36,2,46,2,9,3,6,1
1594,2013-05-02,61,Basic,Married,0,90,0,134,28,524,28,3,6,0,0
1595,2014-06-28,46,Bachelor,Single,0,72,8,232,23,572,62,3,2,2,0
1596,2013-06-06,57,Bachelor,Married,0,37,6,97,24,170,12,8,9,1,0
1597,2013-12-04,46,HighSchool,Single,0,80,28,152,25,742,9,8,3,5,2
1598,2013-07-27,55,Master,Married,0,2,50,431,134,362,35,0,4,0,0
1599,2013-08-01,31,Basic,Single,0,1,22,112,138,71,89,5,0,14,4
1600,2013-07-08,25,Bachelor,Single,0,19,6,28,13,2,4,3,0,10,2
1601,2012-10-01,28,Bachelor,Single,0,60,0,48,0,1166,0,2,0,9,2
1602,2013-06-01,64,Doctorate,Married,0,23,90,216,63,240,6,3,6,0,0
1603,2013-01-10,29,Bachelor,Single,0,93,80,455,52,656,107,4,0,12,3
1604,2012-08-13,39,HighSchool,Single,0,2,105,653,28,1285,21,10,3,6,1
1605,2013-12-04,42,Bachelor,Single,0,19,21,69,39,181,3,6,2,3,1
1606,2012-08-12,41,Bachelor,Single,0,63,80,217,29,757,80,7,2,4,0
1607,2012-10-18,39,HighSchool,Single,1,36,16,141,32,598,41,5,2,3,0
1608,2013-06-12,37,HighSchool,Single,0,57,9,124,12,328,24,9,3,5,2
1609,2013-12-03,35,Master,Single,0,72,7,43,20,42,12,10,3,6,1
1610,2014-01-26,56,Bachelor,Divorced,0,73,161,295,210,247,85,4,7,0,0
1611,2014-04-07,53,Bachelor,Married,0,99,17,398,80,362,35,2,1,1,0
1612,2014-06-29,63,Basic,Single,0,50,4,34,6,448,4,5,7,0,0
1613,2013-06-19,37,HighSchool,Married,0,40,1,8,0,5,0,9,3,6,2
1614,2014-06-10,69,Bachelor,Married,0,56,0,30,0,406,0,7,9,0,0
1615,2012-11-23,46,Bachelor,Married,1,0,21,300,65,266,8,12,4,8,1
1616,2014-02-17,63,Bachelor,Married,0,94,13,34,10,87,6,2,6,0,0
1617,2013-07-30,29,Basic,Single,0,2,0,16,0,14,0,5,0,15,2
1618,2013-08-16,46,Bachelor,Married,2,91,63,946,219,736,189,10,3,7,2
1619,2013-08-15,65,Bachelor,Divorced,0,17,168,108,192,674,42,7,9,0,0
1620,2012-09-12,45,HighSchool,Single,0,33,159,194,58,371,106,4,2,2,0
1621,2014-03-23,51,Master,Single,0,36,0,14,0,48,0,10,3,6,2
1622,2013-06-12,37,HighSchool,Married,3,57,9,124,12,328,24,7,2,4,1
1623,2013-04-22,37,HighSchool,Single,0,69,15,27,0,8,20,4,2,2,0
1624,2013-02-23,51,Basic,Divorced,0,13,1,18,3,42,0,9,3,6,1
1625,2012-12-15,23,Bachelor,Married,1,61,25,607,67,196,17,2,0,9,4
1626,2013-09-25,49,HighSchool,Single,0,91,11,33,13,30,6,9,3,6,0
1627,2014-01-26,46,HighSchool,Married,1,71,2,18,6,13,1,4,2,2,0
1628,2012-11-08,28,Bachelor,Single,0,21,2,7,4,1,3,2,0,9,3
1629,2013-02-02,61,Bachelor,Married,0,46,43,127,68,157,56,6,8,0,0
1630,2012-12-03,23,HighSchool,Married,0,63,17,18,8,10,26,7,0,18,8
1631,2014-06-16,35,Bachelor,Married,0,23,1,2,0,16,0,10,3,6,1
1632,2014-04-23,56,Basic,Married,0,70,24,29,6,403,24,15,13,2,0
1633,2013-05-06,57,HighSchool,Divorced,0,38,97,97,21,204,118,0,2,0,0
1634,2013-10-08,40,Bachelor,Divorced,0,78,161,430,186,897,161,9,3,6,1
1635,2014-05-08,39,Bachelor,Single,0,39,0,17,0,42,0,9,3,6,1
